event_id,timestamp_start,timestamp_end,line_id,station_id,robot_id,failure_code,failure_category,downtime_minutes,shift,pieces_lost,day_of_week
6667,2024-06-01T16:28:00,2024-06-01T18:31:04.888767,BodyShop,BS_Trans_01,R015,E04,sensor,129.2,afternoon,43,Saturday
6668,2024-03-23T06:41:00,2024-03-23T07:36:47.577702,FinalAssembly,FA_QC_01,R012,E04,sensor,55.8,morning,17,Saturday
6669,2024-05-25T03:23:00,2024-05-25T03:28:10.230762,BodyShop,BS_Weld_01,R002,E03,programming,6.0,night,3,Saturday
6670,2024-01-31T08:23:00,2024-01-31T08:38:34.681126,FinalAssembly,FA_Conv_01,R026,E03,programming,15.6,morning,5,Wednesday
6671,2024-03-12T15:56:00,2024-03-12T15:58:43.958384,FinalAssembly,FA_Station_01,R030,E04,sensor,2.7,afternoon,0,Tuesday
6672,2024-03-01T01:21:00,2024-03-01T01:42:32.909786,PaintShop,PS_Paint_01,R009,E02,electrical,23.7,night,5,Friday
6673,2024-02-20T02:01:00,2024-02-20T02:15:26.139229,FinalAssembly,FA_Conv_01,R005,E02,electrical,15.9,night,1,Tuesday
6674,2024-03-17T07:47:00,2024-03-17T09:04:18.938819,PaintShop,PS_QC_01,R006,E02,electrical,77.3,morning,30,Sunday
6675,2024-01-13T20:04:00,2024-01-13T20:08:14.156035,PaintShop,PS_QC_01,R001,E02,electrical,4.2,afternoon,2,Saturday
6676,2024-05-31T12:07:00,2024-05-31T12:14:33.343208,FinalAssembly,FA_Conv_01,R013,E05,material_supply,7.6,morning,1,Friday
6677,2024-06-01T20:26:00,2024-06-01T21:06:08.371338,BodyShop,BS_QC_01,R030,E02,electrical,42.1,afternoon,10,Saturday
6678,2024-01-27T04:51:00,2024-01-27T05:26:27.273902,BodyShop,BS_QC_01,R020,E06,other,41.0,night,11,Saturday
6679,2024-06-09T01:24:00,2024-06-09T01:49:37.483690,PaintShop,PS_Prep_01,R014,E01,mechanical,28.2,night,9,Sunday
6680,2024-03-09T14:05:00,2024-03-09T14:30:39.732076,PaintShop,PS_Prep_01,R004,E01,mechanical,25.7,afternoon,7,Saturday
6681,2024-02-12T10:00:00,2024-02-12T10:27:38.236225,BodyShop,BS_Weld_02,R003,E02,electrical,29.0,morning,9,Monday
6682,2024-01-01T08:48:00,2024-01-01T09:03:41.049032,BodyShop,BS_Weld_02,R030,E06,other,16.5,morning,7,Monday
6683,2024-02-12T17:59:00,2024-02-12T18:24:18.546075,FinalAssembly,FA_QC_01,R026,E06,other,25.3,afternoon,6,Monday
6684,2024-05-10T07:40:00,2024-05-10T08:03:57.967091,BodyShop,BS_Weld_01,R030,E01,mechanical,25.2,morning,6,Friday
6685,2024-05-21T12:56:00,2024-05-21T13:02:39.562766,BodyShop,BS_Trans_01,R024,E04,sensor,7.0,morning,0,Tuesday
6686,2024-05-20T09:09:00,2024-05-20T09:43:53.371850,PaintShop,PS_Prep_01,R028,E03,programming,34.9,morning,14,Monday
6687,2024-04-11T12:39:00,2024-04-11T12:50:45.428860,FinalAssembly,FA_QC_01,R017,E05,material_supply,11.8,morning,0,Thursday
6688,2024-02-11T01:59:00,2024-02-11T02:25:17.198602,BodyShop,BS_Weld_01,R010,E01,mechanical,30.4,night,7,Sunday
6689,2024-03-10T04:16:00,2024-03-10T04:27:00.408999,PaintShop,PS_Prep_01,R021,E03,programming,12.1,night,7,Sunday
6690,2024-05-05T05:15:00,2024-05-05T05:48:52.731967,FinalAssembly,FA_QC_01,R003,E04,sensor,37.3,night,6,Sunday
6691,2024-03-31T18:23:00,2024-03-31T18:52:46.811564,BodyShop,BS_Trans_01,R024,E03,programming,31.3,afternoon,10,Sunday
6692,2024-06-02T08:29:00,2024-06-02T11:02:57.843784,PaintShop,PS_QC_01,R023,E02,electrical,154.0,morning,52,Sunday
6693,2024-05-05T22:48:00,2024-05-05T22:58:42.730177,FinalAssembly,FA_Station_01,R019,E01,mechanical,11.8,night,4,Sunday
6694,2024-03-28T10:31:00,2024-03-28T11:00:23.498125,PaintShop,PS_QC_01,R022,E05,material_supply,29.4,morning,11,Thursday
6695,2024-06-13T17:54:00,2024-06-13T18:03:51.421910,BodyShop,BS_QC_01,R015,E02,electrical,10.3,afternoon,3,Thursday
6696,2024-04-30T09:46:00,2024-04-30T09:52:09.903213,FinalAssembly,FA_Conv_01,R002,E02,electrical,6.2,morning,2,Tuesday
6697,2024-02-25T19:17:00,2024-02-25T19:41:33.232546,FinalAssembly,FA_Conv_01,R011,E01,mechanical,24.6,afternoon,5,Sunday
6698,2024-03-12T07:36:00,2024-03-12T07:48:01.554702,BodyShop,BS_Weld_02,R011,E06,other,12.6,morning,3,Tuesday
6699,2024-04-21T23:01:00,2024-04-21T23:27:31.274297,BodyShop,BS_Trans_01,R025,E03,programming,30.6,night,9,Sunday
6700,2024-04-14T19:40:00,2024-04-14T20:46:55.367206,PaintShop,PS_QC_01,R023,E01,mechanical,66.9,afternoon,20,Sunday
6701,2024-06-07T13:13:00,2024-06-07T14:00:29.312248,PaintShop,PS_Oven_01,R022,E03,programming,47.5,morning,14,Friday
6702,2024-04-10T00:58:00,2024-04-10T00:59:00,PaintShop,PS_Oven_01,R028,E01,mechanical,1.1,night,1,Wednesday
6703,2024-02-13T02:03:00,2024-02-13T02:07:41.814178,BodyShop,BS_Trans_01,R005,E02,electrical,5.4,night,3,Tuesday
6704,2024-06-18T04:24:00,2024-06-18T04:46:03.234504,PaintShop,PS_Oven_01,R030,E01,mechanical,24.3,night,5,Tuesday
6705,2024-01-06T04:54:00,2024-01-06T05:32:09.961113,PaintShop,PS_Oven_01,R019,E02,electrical,42.0,night,12,Saturday
6706,2024-05-08T11:50:00,2024-05-08T12:10:09.112519,FinalAssembly,FA_Station_01,R011,E02,electrical,20.2,morning,7,Wednesday
6707,2024-03-02T10:10:00,2024-03-02T10:35:50.451457,PaintShop,PS_Paint_01,R016,E04,sensor,25.8,morning,7,Saturday
6708,2024-05-31T10:02:00,2024-05-31T11:11:13.183002,PaintShop,PS_QC_01,R030,E04,sensor,69.2,morning,23,Friday
6709,2024-04-02T10:29:00,2024-04-02T10:51:03.804718,BodyShop,BS_QC_01,R029,E05,material_supply,23.2,morning,7,Tuesday
6710,2024-05-23T23:51:00,2024-05-24T00:36:00.334368,FinalAssembly,FA_Station_02,R024,E05,material_supply,49.5,night,18,Thursday
6711,2024-02-09T10:04:00,2024-02-09T10:05:00,BodyShop,BS_Weld_02,R011,E05,material_supply,1.1,morning,0,Friday
6712,2024-05-21T09:26:00,2024-05-21T09:27:59.545028,PaintShop,PS_Prep_01,R003,E04,sensor,2.0,morning,0,Tuesday
6713,2024-03-24T05:54:00,2024-03-24T06:24:35.787166,BodyShop,BS_QC_01,R019,E04,sensor,35.3,night,7,Sunday
6714,2024-02-14T19:17:00,2024-02-14T19:18:00,FinalAssembly,FA_QC_01,R011,E05,material_supply,1.0,afternoon,0,Wednesday
6715,2024-02-23T19:25:00,2024-02-23T19:56:48.539745,PaintShop,PS_Oven_01,R022,E05,material_supply,31.8,afternoon,9,Friday
6716,2024-05-24T19:03:00,2024-05-24T19:23:45.919662,BodyShop,BS_Weld_01,R027,E01,mechanical,21.8,afternoon,9,Friday
6717,2024-05-12T10:17:00,2024-05-12T10:23:27.547330,BodyShop,BS_QC_01,R001,E01,mechanical,6.8,morning,6,Sunday
6718,2024-03-08T02:21:00,2024-03-08T03:23:35.066203,FinalAssembly,FA_Conv_01,R005,E02,electrical,68.8,night,20,Friday
6719,2024-04-16T18:47:00,2024-04-16T18:59:00.289004,PaintShop,PS_QC_01,R029,E02,electrical,12.0,afternoon,5,Tuesday
6720,2024-06-26T17:21:00,2024-06-26T18:26:26.192673,BodyShop,BS_Weld_02,R022,E05,material_supply,68.7,afternoon,24,Wednesday
6721,2024-05-03T12:45:00,2024-05-03T12:57:42.188098,BodyShop,BS_Trans_01,R006,E03,programming,13.3,morning,5,Friday
6722,2024-04-16T02:19:00,2024-04-16T02:20:15.747365,BodyShop,BS_QC_01,R024,E01,mechanical,1.5,night,0,Tuesday
6723,2024-03-10T01:32:00,2024-03-10T01:35:39.942999,PaintShop,PS_Paint_01,R001,E02,electrical,4.0,night,0,Sunday
6724,2024-03-03T06:16:00,2024-03-03T06:28:50.357028,PaintShop,PS_Prep_01,R003,E03,programming,12.8,morning,4,Sunday
6725,2024-05-07T16:31:00,2024-05-07T16:36:10.168847,BodyShop,BS_QC_01,R005,E03,programming,5.4,afternoon,4,Tuesday
6726,2024-06-15T12:57:00,2024-06-15T13:13:42.762548,PaintShop,PS_Paint_01,R022,E01,mechanical,16.7,morning,7,Saturday
6727,2024-05-09T01:18:00,2024-05-09T01:19:02.044970,BodyShop,BS_Weld_01,R016,E01,mechanical,1.2,night,2,Thursday
6728,2024-04-08T01:15:00,2024-04-08T01:46:51.186720,BodyShop,BS_Weld_02,R002,E03,programming,36.8,night,11,Monday
6729,2024-04-05T09:18:00,2024-04-05T10:02:17.564006,BodyShop,BS_Trans_01,R008,E02,electrical,46.5,morning,15,Friday
6730,2024-04-20T01:42:00,2024-04-20T01:51:43.340036,BodyShop,BS_Weld_01,R021,E03,programming,11.2,night,2,Saturday
6731,2024-02-20T02:14:00,2024-02-20T02:15:00,PaintShop,PS_Prep_01,R024,E01,mechanical,1.1,night,0,Tuesday
6732,2024-01-18T01:37:00,2024-01-18T01:44:15.016101,BodyShop,BS_QC_01,R016,E04,sensor,8.4,night,3,Thursday
6733,2024-04-15T15:29:00,2024-04-15T15:44:42.705460,PaintShop,PS_QC_01,R008,E05,material_supply,15.7,afternoon,4,Monday
6734,2024-03-28T14:24:00,2024-03-28T15:05:19.976314,PaintShop,PS_Oven_01,R012,E02,electrical,41.3,afternoon,15,Thursday
6735,2024-06-07T01:13:00,2024-06-07T02:16:13.686560,PaintShop,PS_Prep_01,R020,E02,electrical,69.6,night,17,Friday
6736,2024-06-27T08:12:00,2024-06-27T08:52:30.909969,PaintShop,PS_Prep_01,R004,E05,material_supply,40.5,morning,11,Thursday
6737,2024-02-05T12:39:00,2024-02-05T12:57:50.884408,BodyShop,BS_Trans_01,R012,E01,mechanical,19.8,morning,8,Monday
6738,2024-01-13T17:39:00,2024-01-13T17:43:08.885040,FinalAssembly,FA_Station_01,R007,E04,sensor,4.1,afternoon,4,Saturday
6739,2024-02-18T20:56:00,2024-02-18T21:42:34.467842,BodyShop,BS_Weld_02,R012,E04,sensor,48.9,afternoon,17,Sunday
6740,2024-01-18T09:41:00,2024-01-18T09:49:22.486328,FinalAssembly,FA_Station_02,R011,E04,sensor,8.4,morning,0,Thursday
6741,2024-01-08T14:01:00,2024-01-08T14:10:33.616531,BodyShop,BS_QC_01,R009,E01,mechanical,10.0,afternoon,5,Monday
6742,2024-02-05T13:00:00,2024-02-05T13:20:20.652383,PaintShop,PS_QC_01,R010,E04,sensor,20.3,morning,5,Monday
6743,2024-03-22T20:07:00,2024-03-22T21:00:37.762600,FinalAssembly,FA_Station_02,R010,E05,material_supply,53.6,afternoon,20,Friday
6744,2024-05-02T13:10:00,2024-05-02T13:44:57.238298,BodyShop,BS_QC_01,R010,E03,programming,36.7,morning,9,Thursday
6745,2024-03-03T23:16:00,2024-03-03T23:20:06.396171,FinalAssembly,FA_Station_01,R015,E04,sensor,4.5,night,0,Sunday
6746,2024-05-28T14:15:00,2024-05-28T14:25:59.356877,BodyShop,BS_Weld_02,R019,E02,electrical,11.5,afternoon,0,Tuesday
6747,2024-04-21T18:20:00,2024-04-21T18:29:43.161113,PaintShop,PS_Paint_01,R012,E01,mechanical,9.7,afternoon,1,Sunday
6748,2024-01-09T05:14:00,2024-01-09T05:44:53.663522,FinalAssembly,FA_Station_02,R017,E03,programming,34.0,night,11,Tuesday
6749,2024-04-26T14:49:00,2024-04-26T15:57:21.072277,BodyShop,BS_Weld_02,R012,E03,programming,71.8,afternoon,26,Friday
6750,2024-05-17T08:33:00,2024-05-17T08:34:47.135578,FinalAssembly,FA_Conv_01,R019,E04,sensor,1.8,morning,2,Friday
6751,2024-05-30T09:53:00,2024-05-30T10:42:57.919800,FinalAssembly,FA_Station_02,R003,E02,electrical,50.0,morning,18,Thursday
6752,2024-03-26T19:37:00,2024-03-26T21:13:42.882861,BodyShop,BS_Trans_01,R011,E05,material_supply,101.6,afternoon,29,Tuesday
6753,2024-04-10T21:18:00,2024-04-10T21:40:37.664957,PaintShop,PS_QC_01,R009,E04,sensor,22.6,afternoon,6,Wednesday
6754,2024-02-06T07:52:00,2024-02-06T07:53:33.397012,FinalAssembly,FA_Conv_01,R001,E02,electrical,1.6,morning,3,Tuesday
6755,2024-04-04T05:19:00,2024-04-04T05:58:56.259191,BodyShop,BS_QC_01,R016,E03,programming,46.1,night,13,Thursday
6756,2024-03-25T08:31:00,2024-03-25T08:53:43.789115,BodyShop,BS_Weld_01,R017,E03,programming,23.9,morning,5,Monday
6757,2024-05-04T19:43:00,2024-05-04T19:58:17.476346,PaintShop,PS_Prep_01,R004,E05,material_supply,15.3,afternoon,4,Saturday
6758,2024-03-18T12:28:00,2024-03-18T12:37:19.676410,BodyShop,BS_Weld_02,R014,E03,programming,9.8,morning,0,Monday
6759,2024-06-13T10:57:00,2024-06-13T11:11:24.706728,BodyShop,BS_Weld_02,R030,E03,programming,15.1,morning,6,Thursday
6760,2024-01-08T01:51:00,2024-01-08T01:57:47.563805,FinalAssembly,FA_Station_02,R022,E01,mechanical,7.5,night,0,Monday
6761,2024-05-03T22:02:00,2024-05-03T23:53:58.672841,FinalAssembly,FA_QC_01,R008,E02,electrical,123.2,night,34,Friday
6762,2024-04-18T01:43:00,2024-04-18T01:59:12.452177,BodyShop,BS_Weld_01,R014,E01,mechanical,18.7,night,5,Thursday
6763,2024-06-18T09:00:00,2024-06-18T09:50:19.527404,FinalAssembly,FA_QC_01,R019,E03,programming,50.3,morning,14,Tuesday
6764,2024-06-24T23:05:00,2024-06-24T23:47:31.314022,PaintShop,PS_Oven_01,R012,E03,programming,46.8,night,14,Monday
6765,2024-02-15T15:22:00,2024-02-15T15:33:30.399876,PaintShop,PS_Paint_01,R023,E03,programming,11.5,afternoon,5,Thursday
6766,2024-06-19T06:55:00,2024-06-19T07:20:26.343786,BodyShop,BS_QC_01,R016,E04,sensor,26.7,morning,7,Wednesday
6767,2024-05-08T10:58:00,2024-05-08T11:55:07.988600,BodyShop,BS_Trans_01,R022,E01,mechanical,60.0,morning,21,Wednesday
6768,2024-04-10T16:59:00,2024-04-10T17:44:15.917150,FinalAssembly,FA_Conv_01,R012,E02,electrical,45.3,afternoon,16,Wednesday
6769,2024-04-29T03:44:00,2024-04-29T03:45:24.442308,PaintShop,PS_Oven_01,R027,E02,electrical,1.5,night,1,Monday
6770,2024-04-16T02:55:00,2024-04-16T02:56:48.062373,PaintShop,PS_QC_01,R018,E06,other,2.0,night,3,Tuesday
6771,2024-03-18T01:36:00,2024-03-18T01:53:45.677836,BodyShop,BS_QC_01,R030,E04,sensor,20.5,night,6,Monday
6772,2024-04-09T08:26:00,2024-04-09T08:45:46.145683,FinalAssembly,FA_Conv_01,R011,E03,programming,19.8,morning,5,Tuesday
6773,2024-04-04T10:07:00,2024-04-04T11:23:44.828502,FinalAssembly,FA_QC_01,R004,E05,material_supply,76.7,morning,26,Thursday
6774,2024-01-19T07:13:00,2024-01-19T07:18:56.590565,FinalAssembly,FA_Station_02,R014,E06,other,5.9,morning,0,Friday
6775,2024-02-17T04:16:00,2024-02-17T04:39:48.129417,PaintShop,PS_Prep_01,R017,E01,mechanical,26.2,night,9,Saturday
6776,2024-04-11T19:25:00,2024-04-11T20:07:11.699225,BodyShop,BS_Weld_02,R003,E05,material_supply,44.3,afternoon,15,Thursday
6777,2024-06-13T22:27:00,2024-06-13T23:15:01.609143,FinalAssembly,FA_QC_01,R028,E04,sensor,52.8,night,15,Thursday
6778,2024-03-20T17:53:00,2024-03-20T18:22:02.915406,FinalAssembly,FA_QC_01,R019,E03,programming,29.0,afternoon,8,Wednesday
6779,2024-03-18T16:30:00,2024-03-18T16:47:15.485617,FinalAssembly,FA_QC_01,R024,E01,mechanical,17.3,afternoon,6,Monday
6780,2024-05-26T13:59:00,2024-05-26T14:12:04.943713,BodyShop,BS_Weld_01,R012,E01,mechanical,13.7,morning,1,Sunday
6781,2024-06-09T01:16:00,2024-06-09T01:28:21.538611,FinalAssembly,FA_Station_01,R013,E03,programming,13.6,night,3,Sunday
6782,2024-02-16T05:48:00,2024-02-16T05:49:00,PaintShop,PS_Prep_01,R014,E02,electrical,1.1,night,2,Friday
6783,2024-03-01T00:07:00,2024-03-01T00:08:29.725868,BodyShop,BS_QC_01,R010,E02,electrical,1.7,night,0,Friday
6784,2024-01-03T03:31:00,2024-01-03T04:40:45.525881,PaintShop,PS_Paint_01,R004,E04,sensor,76.7,night,26,Wednesday
6785,2024-01-24T18:52:00,2024-01-24T19:19:10.632309,FinalAssembly,FA_QC_01,R008,E03,programming,27.2,afternoon,9,Wednesday
6786,2024-06-23T20:01:00,2024-06-23T20:12:54.972845,FinalAssembly,FA_Station_02,R022,E02,electrical,11.9,afternoon,5,Sunday
6787,2024-04-09T00:26:00,2024-04-09T00:42:17.150714,BodyShop,BS_Weld_02,R007,E01,mechanical,18.8,night,4,Tuesday
6788,2024-02-18T11:26:00,2024-02-18T12:03:38.466149,PaintShop,PS_Paint_01,R021,E04,sensor,37.6,morning,10,Sunday
6789,2024-05-05T14:23:00,2024-05-05T15:19:06.168533,PaintShop,PS_Oven_01,R006,E04,sensor,56.1,afternoon,18,Sunday
6790,2024-05-13T09:51:00,2024-05-13T09:53:15.723075,BodyShop,BS_Weld_01,R026,E02,electrical,2.4,morning,4,Monday
6791,2024-01-03T22:02:00,2024-01-03T22:03:27.950700,BodyShop,BS_Weld_02,R016,E01,mechanical,1.7,night,0,Wednesday
6792,2024-02-25T04:19:00,2024-02-25T04:42:29.034395,FinalAssembly,FA_Station_01,R023,E02,electrical,25.8,night,3,Sunday
6793,2024-06-26T12:13:00,2024-06-26T12:14:00,FinalAssembly,FA_Station_02,R005,E04,sensor,1.0,morning,0,Wednesday
6794,2024-02-28T10:53:00,2024-02-28T10:56:29.650973,PaintShop,PS_Prep_01,R004,E03,programming,3.5,morning,3,Wednesday
6795,2024-06-25T04:00:00,2024-06-25T04:39:56.008742,BodyShop,BS_Weld_01,R022,E05,material_supply,46.1,night,13,Tuesday
6796,2024-06-21T22:46:00,2024-06-21T23:04:04.028027,FinalAssembly,FA_Station_02,R017,E04,sensor,19.9,night,9,Friday
6797,2024-04-15T04:42:00,2024-04-15T04:44:17.317266,BodyShop,BS_Trans_01,R007,E05,material_supply,2.6,night,2,Monday
6798,2024-06-19T02:45:00,2024-06-19T02:47:26.824346,BodyShop,BS_Weld_01,R021,E05,material_supply,2.8,night,1,Wednesday
6799,2024-05-08T02:29:00,2024-05-08T02:36:38.792386,PaintShop,PS_Prep_01,R026,E05,material_supply,8.4,night,1,Wednesday
6800,2024-06-12T12:27:00,2024-06-12T12:53:31.730580,PaintShop,PS_QC_01,R008,E02,electrical,26.5,morning,9,Wednesday
6801,2024-06-06T09:30:00,2024-06-06T09:49:07.990360,BodyShop,BS_Weld_01,R021,E01,mechanical,20.1,morning,3,Thursday
6802,2024-04-16T10:37:00,2024-04-16T10:45:54.994139,FinalAssembly,FA_Station_02,R011,E01,mechanical,8.9,morning,6,Tuesday
6803,2024-02-21T21:31:00,2024-02-21T21:32:14.626123,FinalAssembly,FA_Conv_01,R023,E01,mechanical,1.2,afternoon,2,Wednesday
6804,2024-06-18T19:17:00,2024-06-18T19:44:46.296388,BodyShop,BS_Weld_02,R016,E02,electrical,29.2,afternoon,10,Tuesday
6805,2024-03-29T20:44:00,2024-03-29T21:09:47.694588,BodyShop,BS_Weld_01,R022,E01,mechanical,27.1,afternoon,8,Friday
6806,2024-06-30T08:47:00,2024-06-30T08:56:09.737594,PaintShop,PS_Paint_01,R028,E04,sensor,9.2,morning,5,Sunday
6807,2024-06-25T10:26:00,2024-06-25T10:28:41.264079,PaintShop,PS_Prep_01,R019,E03,programming,2.7,morning,0,Tuesday
6808,2024-01-13T23:15:00,2024-01-13T23:55:50.112364,BodyShop,BS_Trans_01,R013,E03,programming,47.2,night,12,Saturday
6809,2024-05-22T01:29:00,2024-05-22T02:31:44.852137,BodyShop,BS_Weld_02,R023,E05,material_supply,72.5,night,21,Wednesday
6810,2024-04-11T10:09:00,2024-04-11T10:15:11.568688,PaintShop,PS_Oven_01,R026,E03,programming,6.2,morning,3,Thursday
6811,2024-01-19T16:22:00,2024-01-19T17:01:59.577324,BodyShop,BS_Weld_02,R017,E03,programming,42.0,afternoon,11,Friday
6812,2024-02-13T00:58:00,2024-02-13T01:04:38.400169,FinalAssembly,FA_Conv_01,R011,E01,mechanical,7.3,night,0,Tuesday
6813,2024-05-30T14:28:00,2024-05-30T14:46:05.355161,PaintShop,PS_QC_01,R009,E03,programming,18.1,afternoon,4,Thursday
6814,2024-03-03T12:46:00,2024-03-03T13:01:05.435326,BodyShop,BS_QC_01,R028,E02,electrical,15.8,morning,4,Sunday
6815,2024-04-15T11:08:00,2024-04-15T11:59:46.106164,FinalAssembly,FA_Station_01,R005,E04,sensor,51.8,morning,19,Monday
6816,2024-04-09T03:53:00,2024-04-09T03:58:26.995573,FinalAssembly,FA_Station_02,R022,E02,electrical,6.0,night,2,Tuesday
6817,2024-05-24T21:52:00,2024-05-24T21:56:34.035410,BodyShop,BS_Weld_02,R019,E02,electrical,4.8,afternoon,0,Friday
6818,2024-03-08T18:49:00,2024-03-08T19:15:58.976340,PaintShop,PS_Paint_01,R022,E05,material_supply,27.0,afternoon,13,Friday
6819,2024-03-06T23:54:00,2024-03-07T00:33:34.389635,PaintShop,PS_QC_01,R016,E05,material_supply,43.5,night,10,Wednesday
6820,2024-04-14T12:04:00,2024-04-14T12:24:00.806767,FinalAssembly,FA_Station_01,R030,E03,programming,20.0,morning,5,Sunday
6821,2024-04-21T10:40:00,2024-04-21T10:42:56.053697,PaintShop,PS_Prep_01,R025,E04,sensor,2.9,morning,0,Sunday
6822,2024-01-09T22:57:00,2024-01-09T23:09:37.672234,FinalAssembly,FA_Conv_01,R023,E02,electrical,13.9,night,2,Tuesday
6823,2024-03-29T23:25:00,2024-03-29T23:27:56.852534,FinalAssembly,FA_QC_01,R017,E01,mechanical,3.2,night,1,Friday
6824,2024-02-23T18:44:00,2024-02-23T19:07:33.370724,FinalAssembly,FA_Station_02,R030,E04,sensor,23.6,afternoon,7,Friday
6825,2024-02-18T12:51:00,2024-02-18T13:21:48.347199,BodyShop,BS_Weld_01,R019,E04,sensor,32.3,morning,8,Sunday
6826,2024-01-23T04:40:00,2024-01-23T04:48:36.016524,PaintShop,PS_Prep_01,R014,E02,electrical,9.5,night,3,Tuesday
6827,2024-05-23T10:42:00,2024-05-23T10:45:28.077133,BodyShop,BS_QC_01,R002,E04,sensor,3.6,morning,2,Thursday
6828,2024-05-06T17:02:00,2024-05-06T17:07:37.581193,PaintShop,PS_Paint_01,R001,E04,sensor,5.6,afternoon,3,Monday
6829,2024-01-08T07:59:00,2024-01-08T08:09:26.251668,FinalAssembly,FA_Station_01,R018,E05,material_supply,10.4,morning,3,Monday
6830,2024-01-26T02:10:00,2024-01-26T02:50:22.848984,BodyShop,BS_QC_01,R013,E05,material_supply,46.6,night,14,Friday
6831,2024-04-19T07:28:00,2024-04-19T07:35:40.992779,BodyShop,BS_Weld_01,R007,E03,programming,8.1,morning,3,Friday
6832,2024-02-27T09:49:00,2024-02-27T10:17:56.934273,PaintShop,PS_Paint_01,R029,E02,electrical,28.9,morning,8,Tuesday
6833,2024-04-17T15:00:00,2024-04-17T15:28:33.742487,PaintShop,PS_Prep_01,R019,E03,programming,28.6,afternoon,13,Wednesday
6834,2024-01-01T11:25:00,2024-01-01T11:58:15.991528,FinalAssembly,FA_Station_02,R016,E05,material_supply,33.3,morning,14,Monday
6835,2024-02-19T18:26:00,2024-02-19T18:33:52.071215,PaintShop,PS_QC_01,R002,E02,electrical,7.9,afternoon,4,Monday
6836,2024-04-10T14:12:00,2024-04-10T14:21:14.130594,FinalAssembly,FA_Station_01,R003,E02,electrical,9.2,afternoon,2,Wednesday
6837,2024-06-01T00:37:00,2024-06-01T00:56:45.510283,FinalAssembly,FA_Station_02,R009,E06,other,21.7,night,2,Saturday
6838,2024-05-20T20:34:00,2024-05-20T21:20:13.336676,PaintShop,PS_Paint_01,R023,E04,sensor,46.2,afternoon,11,Monday
6839,2024-03-31T16:32:00,2024-03-31T17:12:56.008668,PaintShop,PS_Prep_01,R002,E05,material_supply,40.9,afternoon,13,Sunday
6840,2024-03-25T06:06:00,2024-03-25T06:15:47.208222,BodyShop,BS_Weld_02,R014,E05,material_supply,10.3,morning,6,Monday
6841,2024-04-17T04:20:00,2024-04-17T04:43:27.537980,PaintShop,PS_QC_01,R025,E03,programming,25.8,night,7,Wednesday
6842,2024-01-13T21:02:00,2024-01-13T21:17:37.453439,FinalAssembly,FA_Station_02,R017,E01,mechanical,15.6,afternoon,3,Saturday
6843,2024-01-04T02:49:00,2024-01-04T04:23:59.070909,PaintShop,PS_QC_01,R004,E05,material_supply,104.5,night,29,Thursday
6844,2024-06-04T14:49:00,2024-06-04T14:50:00,FinalAssembly,FA_Conv_01,R002,E01,mechanical,1.0,afternoon,3,Tuesday
6845,2024-05-28T21:03:00,2024-05-28T21:23:49.942598,BodyShop,BS_QC_01,R007,E03,programming,21.9,afternoon,6,Tuesday
6846,2024-03-22T08:25:00,2024-03-22T08:39:01.102918,PaintShop,PS_Paint_01,R021,E02,electrical,14.0,morning,7,Friday
6847,2024-05-07T09:15:00,2024-05-07T10:11:54.483968,PaintShop,PS_Paint_01,R027,E03,programming,56.9,morning,16,Tuesday
6848,2024-01-09T17:38:00,2024-01-09T18:48:00.184901,PaintShop,PS_Prep_01,R007,E01,mechanical,70.0,afternoon,21,Tuesday
6849,2024-05-15T10:36:00,2024-05-15T11:17:25.154675,PaintShop,PS_QC_01,R003,E03,programming,41.4,morning,12,Wednesday
6850,2024-02-06T03:12:00,2024-02-06T03:15:51.994201,BodyShop,BS_Trans_01,R010,E01,mechanical,4.5,night,2,Tuesday
6851,2024-06-18T17:40:00,2024-06-18T17:41:00,PaintShop,PS_Paint_01,R012,E03,programming,1.0,afternoon,1,Tuesday
6852,2024-01-27T02:57:00,2024-01-27T03:03:51.731097,FinalAssembly,FA_Conv_01,R007,E04,sensor,7.5,night,0,Saturday
6853,2024-06-02T09:55:00,2024-06-02T10:27:39.026477,FinalAssembly,FA_Conv_01,R019,E02,electrical,32.7,morning,9,Sunday
6854,2024-06-18T18:18:00,2024-06-18T20:00:06.201390,BodyShop,BS_Weld_02,R011,E03,programming,107.2,afternoon,31,Tuesday
6855,2024-06-08T19:47:00,2024-06-08T19:54:01.182297,FinalAssembly,FA_Conv_01,R024,E04,sensor,7.0,afternoon,0,Saturday
6856,2024-02-05T07:35:00,2024-02-05T07:37:54.168812,FinalAssembly,FA_QC_01,R022,E02,electrical,2.9,morning,0,Monday
6857,2024-04-29T12:54:00,2024-04-29T13:10:49.705516,PaintShop,PS_Prep_01,R021,E02,electrical,16.8,morning,8,Monday
6858,2024-02-12T23:33:00,2024-02-13T00:15:32.284959,FinalAssembly,FA_Station_02,R029,E06,other,46.8,night,12,Monday
6859,2024-01-19T06:49:00,2024-01-19T07:08:38.715358,PaintShop,PS_Prep_01,R021,E01,mechanical,19.6,morning,6,Friday
6860,2024-06-05T15:35:00,2024-06-05T15:36:25.475862,BodyShop,BS_QC_01,R010,E02,electrical,1.5,afternoon,0,Wednesday
6861,2024-06-28T20:12:00,2024-06-28T20:35:57.061625,BodyShop,BS_Weld_01,R017,E01,mechanical,25.1,afternoon,5,Friday
